,used_algorithm,name_of_src_file,number_of_cities,index_of_sample,best_way,full_cost,hamiltonian_cycle_cost,time_duration_without_malloc_in_sec,utilization_of_cpu,used_memory_after_measurement_in_bytes,used_memory_peak_after_measurement_in_bytes
359,brute_force_lib_python_tsp,TSP_CITIES_SET_59_N_7.json,7,59,"[0, 3, 2, 5, 6, 1, 4, 0]",4819.352110231716,4819.352110231716,0.005741599999999902,[3.1],7906,7906
360,brute_force_lib_python_tsp,TSP_CITIES_SET_60_N_7.json,7,60,"[0, 2, 5, 4, 6, 1, 3, 0]",3772.831828658237,3772.831828658237,0.005806399999999989,[12.7],7906,7906
361,brute_force_lib_python_tsp,TSP_CITIES_SET_61_N_7.json,7,61,"[0, 2, 5, 6, 4, 1, 3, 0]",4694.528234243187,4694.528234243187,0.019168799999999653,[23.4],7906,7906
362,brute_force_lib_python_tsp,TSP_CITIES_SET_62_N_7.json,7,62,"[0, 1, 3, 5, 2, 4, 6, 0]",4912.858699169103,4912.858699169103,0.005740199999999973,[23.2],7906,7906
363,brute_force_lib_python_tsp,TSP_CITIES_SET_63_N_7.json,7,63,"[0, 4, 1, 5, 2, 3, 6, 0]",4190.849710575017,4190.849710575017,0.005909299999999895,[35.7],7906,7906
364,brute_force_lib_python_tsp,TSP_CITIES_SET_64_N_7.json,7,64,"[0, 2, 5, 1, 6, 4, 3, 0]",5202.546811843733,5202.546811843733,0.008192999999999895,[24.1],7906,7906
365,brute_force_lib_python_tsp,TSP_CITIES_SET_65_N_7.json,7,65,"[0, 3, 4, 1, 5, 2, 6, 0]",5197.924137723717,5197.924137723717,0.005853699999999851,[12.5],7906,7906
366,brute_force_lib_python_tsp,TSP_CITIES_SET_66_N_7.json,7,66,"[0, 2, 6, 4, 5, 1, 3, 0]",4578.209250830518,4578.209250830518,0.007552299999999956,[0.0],7906,7906
367,brute_force_lib_python_tsp,TSP_CITIES_SET_67_N_7.json,7,67,"[0, 1, 2, 5, 6, 4, 3, 0]",4279.95479992024,4279.95479992024,0.007810399999999884,[1.8],7906,7906
368,brute_force_lib_python_tsp,TSP_CITIES_SET_68_N_7.json,7,68,"[0, 2, 1, 6, 4, 3, 5, 0]",5422.190405897729,5422.190405897729,0.005994999999999973,[0.0],7906,7906
369,brute_force_lib_python_tsp,TSP_CITIES_SET_69_N_7.json,7,69,"[0, 2, 3, 6, 5, 4, 1, 0]",6815.6224689560695,6815.6224689560695,0.00603010000000026,[0.0],7906,7906
370,brute_force_lib_python_tsp,TSP_CITIES_SET_70_N_7.json,7,70,"[0, 3, 1, 5, 6, 2, 4, 0]",4505.310225482802,4505.310225482802,0.0063197999999999865,[19.4],7906,7906
371,brute_force_lib_python_tsp,TSP_CITIES_SET_71_N_7.json,7,71,"[0, 1, 6, 4, 5, 2, 3, 0]",5217.159051379316,5217.159051379316,0.00732759999999999,[13.0],7906,7906
372,brute_force_lib_python_tsp,TSP_CITIES_SET_72_N_7.json,7,72,"[0, 4, 2, 3, 5, 1, 6, 0]",3537.3229134249937,3537.3229134249937,0.005920400000000381,[8.9],7906,7906
373,brute_force_lib_python_tsp,TSP_CITIES_SET_73_N_7.json,7,73,"[0, 2, 3, 1, 5, 4, 6, 0]",5756.001721509929,5756.001721509929,0.007919999999999927,[15.4],7906,7906
374,brute_force_lib_python_tsp,TSP_CITIES_SET_74_N_7.json,7,74,"[0, 1, 2, 5, 3, 4, 6, 0]",3592.4250368351722,3592.4250368351722,0.00616020000000006,[0.0],7906,7906
375,brute_force_lib_python_tsp,TSP_CITIES_SET_75_N_7.json,7,75,"[0, 4, 2, 3, 5, 1, 6, 0]",4292.764316522862,4292.764316522862,0.00578959999999995,[3.7],7906,7906
376,brute_force_lib_python_tsp,TSP_CITIES_SET_76_N_7.json,7,76,"[0, 2, 3, 1, 4, 6, 5, 0]",5662.15462965523,5662.15462965523,0.006669599999999942,[8.1],7906,7906
377,brute_force_lib_python_tsp,TSP_CITIES_SET_77_N_7.json,7,77,"[0, 4, 3, 2, 6, 1, 5, 0]",5613.337695535553,5613.337695535553,0.006152099999999994,[80.4],7906,7906
378,brute_force_lib_python_tsp,TSP_CITIES_SET_78_N_7.json,7,78,"[0, 2, 1, 6, 4, 3, 5, 0]",3731.1639104315545,3731.1639104315545,0.00843499999999997,[17.6],7906,7906
379,brute_force_lib_python_tsp,TSP_CITIES_SET_79_N_7.json,7,79,"[0, 4, 6, 3, 2, 1, 5, 0]",5007.242553963202,5007.242553963202,0.007326199999999616,[23.4],7906,7906
380,brute_force_lib_python_tsp,TSP_CITIES_SET_80_N_7.json,7,80,"[0, 1, 2, 6, 5, 4, 3, 0]",4447.667591426871,4447.667591426871,0.007945900000000172,[3.8],7906,7906
381,brute_force_lib_python_tsp,TSP_CITIES_SET_81_N_7.json,7,81,"[0, 5, 3, 4, 1, 2, 6, 0]",4210.209019931998,4210.209019931998,0.008846499999999757,[54.4],7906,7906
382,brute_force_lib_python_tsp,TSP_CITIES_SET_82_N_7.json,7,82,"[0, 6, 5, 2, 4, 1, 3, 0]",3025.369715061633,3025.369715061633,0.005897499999999667,[50.0],7906,7906
383,brute_force_lib_python_tsp,TSP_CITIES_SET_83_N_7.json,7,83,"[0, 1, 5, 2, 4, 3, 6, 0]",4946.2024944435625,4946.2024944435625,0.006711399999999923,[0.0],7906,7906
384,brute_force_lib_python_tsp,TSP_CITIES_SET_84_N_7.json,7,84,"[0, 4, 2, 6, 3, 5, 1, 0]",3550.906286252804,3550.906286252804,0.0069286000000001735,[41.1],7906,7906
385,brute_force_lib_python_tsp,TSP_CITIES_SET_85_N_7.json,7,85,"[0, 1, 6, 5, 3, 2, 4, 0]",4732.263619099003,4732.263619099003,0.006796099999999861,[26.6],7906,7906
386,brute_force_lib_python_tsp,TSP_CITIES_SET_86_N_7.json,7,86,"[0, 4, 6, 3, 1, 2, 5, 0]",5101.042921042841,5101.042921042841,0.006012899999999988,[12.5],7906,7906
387,brute_force_lib_python_tsp,TSP_CITIES_SET_87_N_7.json,7,87,"[0, 1, 5, 2, 3, 6, 4, 0]",5440.228987549385,5440.228987549385,0.006026299999999818,[42.9],7906,7906
388,brute_force_lib_python_tsp,TSP_CITIES_SET_88_N_7.json,7,88,"[0, 2, 6, 1, 4, 5, 3, 0]",4121.158947015802,4121.158947015802,0.011894899999999708,[10.7],7906,7906
389,brute_force_lib_python_tsp,TSP_CITIES_SET_89_N_7.json,7,89,"[0, 1, 2, 5, 6, 4, 3, 0]",4996.568774181697,4996.568774181697,0.007325800000000271,[9.8],7906,7906
390,brute_force_lib_python_tsp,TSP_CITIES_SET_90_N_7.json,7,90,"[0, 4, 6, 3, 1, 2, 5, 0]",4332.520793416111,4332.520793416111,0.00781989999999988,[23.2],7906,7906
391,brute_force_lib_python_tsp,TSP_CITIES_SET_91_N_7.json,7,91,"[0, 4, 3, 2, 6, 1, 5, 0]",4949.68073569568,4949.68073569568,0.005801200000000062,[14.3],7906,7906
392,brute_force_lib_python_tsp,TSP_CITIES_SET_92_N_7.json,7,92,"[0, 3, 1, 6, 2, 5, 4, 0]",4586.224135085401,4586.224135085401,0.005887700000000162,[6.2],7906,7906
393,brute_force_lib_python_tsp,TSP_CITIES_SET_93_N_7.json,7,93,"[0, 4, 1, 6, 3, 2, 5, 0]",5931.195225777185,5931.195225777185,0.0053746999999999545,[32.1],7906,7906
394,brute_force_lib_python_tsp,TSP_CITIES_SET_94_N_7.json,7,94,"[0, 1, 3, 4, 2, 6, 5, 0]",5051.989339196034,5051.989339196034,0.006881399999999704,[8.9],7906,7906
395,brute_force_lib_python_tsp,TSP_CITIES_SET_95_N_7.json,7,95,"[0, 1, 5, 4, 2, 6, 3, 0]",3884.8264208869296,3884.8264208869296,0.008134699999999828,[17.2],7906,7906
396,brute_force_lib_python_tsp,TSP_CITIES_SET_96_N_7.json,7,96,"[0, 6, 5, 1, 3, 4, 2, 0]",4621.587259836408,4621.587259836408,0.007941500000000268,[14.7],7906,7906
397,brute_force_lib_python_tsp,TSP_CITIES_SET_97_N_7.json,7,97,"[0, 1, 3, 6, 2, 4, 5, 0]",4302.294031490108,4302.294031490108,0.005767300000000031,[69.6],7906,7906
398,brute_force_lib_python_tsp,TSP_CITIES_SET_98_N_7.json,7,98,"[0, 6, 4, 5, 1, 2, 3, 0]",4084.911683347097,4084.911683347097,0.014790999999999777,[14.1],7906,7906
399,brute_force_lib_python_tsp,TSP_CITIES_SET_99_N_7.json,7,99,"[0, 6, 1, 4, 5, 3, 2, 0]",4062.129799543307,4062.129799543307,0.005803099999999617,[1.8],7906,7906
400,brute_force_lib_python_tsp,TSP_CITIES_SET_0_N_8.json,8,0,"[0, 3, 6, 4, 1, 2, 5, 7, 0]",6086.3003145406165,6086.300314540616,0.04097620000000024,[5.5],7950,7950
401,brute_force_lib_python_tsp,TSP_CITIES_SET_1_N_8.json,8,1,"[0, 1, 5, 3, 7, 4, 2, 6, 0]",5530.539289341173,5530.539289341173,0.04083930000000002,[7.8],7950,7950
402,brute_force_lib_python_tsp,TSP_CITIES_SET_2_N_8.json,8,2,"[0, 4, 1, 2, 3, 7, 6, 5, 0]",4134.741824188496,4134.741824188496,0.04639559999999987,[14.1],7950,7950
403,brute_force_lib_python_tsp,TSP_CITIES_SET_3_N_8.json,8,3,"[0, 2, 5, 1, 6, 7, 4, 3, 0]",5356.763243254066,5356.763243254066,0.051063300000000034,[7.8],7950,7950
404,brute_force_lib_python_tsp,TSP_CITIES_SET_4_N_8.json,8,4,"[0, 3, 4, 2, 1, 5, 6, 7, 0]",4907.171937818085,4907.171937818085,0.047551200000000016,[18.8],7950,7950
405,brute_force_lib_python_tsp,TSP_CITIES_SET_5_N_8.json,8,5,"[0, 2, 5, 4, 3, 6, 1, 7, 0]",5549.818699022189,5549.818699022188,0.04627749999999997,[12.5],7950,7950
406,brute_force_lib_python_tsp,TSP_CITIES_SET_6_N_8.json,8,6,"[0, 1, 3, 4, 2, 7, 6, 5, 0]",5840.032374590057,5840.032374590057,0.04373549999999993,[17.9],7950,7950
407,brute_force_lib_python_tsp,TSP_CITIES_SET_7_N_8.json,8,7,"[0, 3, 7, 1, 5, 4, 2, 6, 0]",3971.3836287272056,3971.3836287272056,0.0485989,[9.4],7950,7950
408,brute_force_lib_python_tsp,TSP_CITIES_SET_8_N_8.json,8,8,"[0, 3, 2, 4, 5, 1, 7, 6, 0]",4812.929184771187,4812.929184771187,0.044132700000000025,[26.8],7950,7950
409,brute_force_lib_python_tsp,TSP_CITIES_SET_9_N_8.json,8,9,"[0, 3, 6, 2, 7, 1, 4, 5, 0]",5964.340550686121,5964.340550686122,0.0429252,[6.2],7950,7950
410,brute_force_lib_python_tsp,TSP_CITIES_SET_10_N_8.json,8,10,"[0, 3, 6, 2, 4, 1, 5, 7, 0]",3908.669864324701,3908.669864324701,0.04147670000000003,[12.5],7950,7950
411,brute_force_lib_python_tsp,TSP_CITIES_SET_11_N_8.json,8,11,"[0, 2, 6, 5, 3, 7, 1, 4, 0]",5859.87117640889,5859.871176408891,0.04268420000000006,[7.1],7950,7950
412,brute_force_lib_python_tsp,TSP_CITIES_SET_12_N_8.json,8,12,"[0, 3, 1, 7, 2, 5, 6, 4, 0]",6357.693528520219,6357.693528520219,0.04015130000000022,[4.2],7950,7950
413,brute_force_lib_python_tsp,TSP_CITIES_SET_13_N_8.json,8,13,"[0, 5, 2, 1, 6, 3, 4, 7, 0]",5862.790096760666,5862.790096760666,0.042361699999999836,[24.1],7950,7950
414,brute_force_lib_python_tsp,TSP_CITIES_SET_14_N_8.json,8,14,"[0, 5, 3, 6, 2, 1, 4, 7, 0]",4571.766207036377,4571.766207036378,0.04238080000000011,[21.9],7950,7950
415,brute_force_lib_python_tsp,TSP_CITIES_SET_15_N_8.json,8,15,"[0, 5, 3, 2, 1, 6, 4, 7, 0]",6528.004273169196,6528.004273169196,0.04123990000000033,[9.4],7950,7950
416,brute_force_lib_python_tsp,TSP_CITIES_SET_16_N_8.json,8,16,"[0, 3, 1, 5, 2, 6, 4, 7, 0]",5369.550079253301,5369.550079253301,0.05003119999999983,[12.5],7950,7950
417,brute_force_lib_python_tsp,TSP_CITIES_SET_17_N_8.json,8,17,"[0, 3, 6, 2, 4, 7, 1, 5, 0]",3502.080292406646,3502.0802924066456,0.05300500000000019,[11.5],7950,7950
418,brute_force_lib_python_tsp,TSP_CITIES_SET_18_N_8.json,8,18,"[0, 1, 7, 6, 2, 4, 3, 5, 0]",6000.22912663423,6000.22912663423,0.05486330000000006,[5.1],7950,7950
419,brute_force_lib_python_tsp,TSP_CITIES_SET_19_N_8.json,8,19,"[0, 5, 1, 4, 3, 6, 2, 7, 0]",4431.591711925228,4431.591711925227,0.043082100000000345,[27.7],7950,7950
420,brute_force_lib_python_tsp,TSP_CITIES_SET_20_N_8.json,8,20,"[0, 1, 3, 6, 4, 7, 5, 2, 0]",6340.559889309169,6340.55988930917,0.05257590000000034,[25.0],7950,7950
421,brute_force_lib_python_tsp,TSP_CITIES_SET_21_N_8.json,8,21,"[0, 1, 6, 3, 7, 2, 4, 5, 0]",4898.9678620377645,4898.9678620377645,0.046721400000000024,[75.0],7950,7950
422,brute_force_lib_python_tsp,TSP_CITIES_SET_22_N_8.json,8,22,"[0, 6, 2, 4, 1, 5, 3, 7, 0]",5315.089879524981,5315.089879524982,0.06765890000000008,[21.4],7950,7950
423,brute_force_lib_python_tsp,TSP_CITIES_SET_23_N_8.json,8,23,"[0, 1, 5, 4, 3, 7, 2, 6, 0]",5131.046854817335,5131.046854817335,0.05671619999999988,[7.1],7950,7950
424,brute_force_lib_python_tsp,TSP_CITIES_SET_24_N_8.json,8,24,"[0, 1, 7, 4, 5, 3, 6, 2, 0]",5606.575688300842,5606.575688300842,0.05304889999999984,[6.2],7950,7950
425,brute_force_lib_python_tsp,TSP_CITIES_SET_25_N_8.json,8,25,"[0, 1, 3, 6, 7, 2, 4, 5, 0]",4412.646574167578,4412.646574167579,0.05255210000000021,[26.8],7950,7950
426,brute_force_lib_python_tsp,TSP_CITIES_SET_26_N_8.json,8,26,"[0, 1, 3, 6, 5, 7, 2, 4, 0]",3631.5130992901895,3631.5130992901895,0.04555670000000012,[10.9],7950,7950
427,brute_force_lib_python_tsp,TSP_CITIES_SET_27_N_8.json,8,27,"[0, 3, 6, 2, 1, 5, 7, 4, 0]",3622.2786239832603,3622.2786239832603,0.04439329999999986,[76.8],7950,7950
428,brute_force_lib_python_tsp,TSP_CITIES_SET_28_N_8.json,8,28,"[0, 2, 4, 5, 3, 1, 7, 6, 0]",5021.867952442314,5021.867952442314,0.04150480000000023,[5.4],7950,7950
429,brute_force_lib_python_tsp,TSP_CITIES_SET_29_N_8.json,8,29,"[0, 4, 3, 1, 2, 6, 5, 7, 0]",4252.522995701646,4252.522995701646,0.050587999999999855,[18.1],7950,7950
430,brute_force_lib_python_tsp,TSP_CITIES_SET_30_N_8.json,8,30,"[0, 1, 4, 2, 6, 5, 3, 7, 0]",5679.665546219034,5679.665546219034,0.04353700000000016,[17.5],7950,7950
431,brute_force_lib_python_tsp,TSP_CITIES_SET_31_N_8.json,8,31,"[0, 1, 4, 3, 6, 7, 2, 5, 0]",5023.9160826561765,5023.9160826561765,0.058281200000000144,[7.8],7950,7950
432,brute_force_lib_python_tsp,TSP_CITIES_SET_32_N_8.json,8,32,"[0, 2, 3, 4, 7, 6, 1, 5, 0]",4310.071822403445,4310.071822403445,0.05823559999999972,[5.4],7950,7950
433,brute_force_lib_python_tsp,TSP_CITIES_SET_33_N_8.json,8,33,"[0, 2, 3, 7, 5, 1, 4, 6, 0]",4229.895247124269,4229.895247124269,0.05674549999999989,[25.0],7950,7950
434,brute_force_lib_python_tsp,TSP_CITIES_SET_34_N_8.json,8,34,"[0, 1, 6, 4, 3, 2, 5, 7, 0]",5033.349792748097,5033.349792748098,0.05970189999999986,[32.1],7950,7950
435,brute_force_lib_python_tsp,TSP_CITIES_SET_35_N_8.json,8,35,"[0, 1, 2, 5, 3, 7, 6, 4, 0]",5410.312565067759,5410.312565067759,0.04799389999999981,[67.9],7950,7950
436,brute_force_lib_python_tsp,TSP_CITIES_SET_36_N_8.json,8,36,"[0, 5, 1, 2, 3, 4, 7, 6, 0]",5074.330114757083,5074.330114757083,0.053806199999999915,[6.8],7950,7950
437,brute_force_lib_python_tsp,TSP_CITIES_SET_37_N_8.json,8,37,"[0, 6, 2, 4, 5, 1, 3, 7, 0]",5898.029990273486,5898.029990273486,0.04406320000000008,[93.9],7950,7950
438,brute_force_lib_python_tsp,TSP_CITIES_SET_38_N_8.json,8,38,"[0, 5, 6, 1, 4, 3, 2, 7, 0]",6852.661547102849,6852.661547102849,0.04261870000000023,[12.5],7950,7950
439,brute_force_lib_python_tsp,TSP_CITIES_SET_39_N_8.json,8,39,"[0, 2, 7, 3, 5, 4, 1, 6, 0]",4750.97366250028,4750.97366250028,0.04216920000000002,[6.2],7950,7950
440,brute_force_lib_python_tsp,TSP_CITIES_SET_40_N_8.json,8,40,"[0, 1, 7, 6, 4, 3, 2, 5, 0]",4459.111359745835,4459.111359745835,0.04244890000000012,[18.8],7950,7950
441,brute_force_lib_python_tsp,TSP_CITIES_SET_41_N_8.json,8,41,"[0, 6, 3, 2, 4, 1, 5, 7, 0]",6274.406288038813,6274.406288038814,0.042391499999999915,[26.8],7950,7950
442,brute_force_lib_python_tsp,TSP_CITIES_SET_42_N_8.json,8,42,"[0, 3, 2, 5, 1, 7, 6, 4, 0]",4720.996321857584,4720.996321857584,0.04386019999999968,[23.2],7950,7950
443,brute_force_lib_python_tsp,TSP_CITIES_SET_43_N_8.json,8,43,"[0, 1, 7, 4, 3, 5, 2, 6, 0]",5522.69445486054,5522.69445486054,0.04274690000000003,[3.6],7950,7950
444,brute_force_lib_python_tsp,TSP_CITIES_SET_44_N_8.json,8,44,"[0, 3, 7, 1, 2, 6, 4, 5, 0]",5218.647126000254,5218.647126000254,0.04435199999999995,[16.1],7950,7950
445,brute_force_lib_python_tsp,TSP_CITIES_SET_45_N_8.json,8,45,"[0, 1, 3, 6, 5, 7, 2, 4, 0]",5059.332433829368,5059.332433829368,0.048021199999999986,[12.5],7950,7950
446,brute_force_lib_python_tsp,TSP_CITIES_SET_46_N_8.json,8,46,"[0, 2, 4, 7, 3, 6, 1, 5, 0]",5383.580046402192,5383.580046402192,0.04380570000000006,[11.9],7950,7950
447,brute_force_lib_python_tsp,TSP_CITIES_SET_47_N_8.json,8,47,"[0, 2, 3, 4, 1, 6, 5, 7, 0]",4758.279599192156,4758.279599192156,0.11176930000000018,[12.5],7950,7950
448,brute_force_lib_python_tsp,TSP_CITIES_SET_48_N_8.json,8,48,"[0, 1, 2, 7, 5, 6, 4, 3, 0]",5595.605974674609,5595.605974674609,0.050418000000000074,[24.6],7950,7950
449,brute_force_lib_python_tsp,TSP_CITIES_SET_49_N_8.json,8,49,"[0, 1, 2, 5, 6, 4, 7, 3, 0]",3655.531257061464,3655.531257061464,0.04358759999999995,[5.1],7950,7950
450,brute_force_lib_python_tsp,TSP_CITIES_SET_50_N_8.json,8,50,"[0, 1, 7, 5, 6, 2, 4, 3, 0]",4712.524494514777,4712.524494514777,0.04193080000000027,[13.6],7950,7950
451,brute_force_lib_python_tsp,TSP_CITIES_SET_51_N_8.json,8,51,"[0, 2, 3, 1, 7, 5, 4, 6, 0]",5217.927109119317,5217.927109119316,0.04595070000000012,[14.3],7950,7950
452,brute_force_lib_python_tsp,TSP_CITIES_SET_52_N_8.json,8,52,"[0, 1, 7, 2, 3, 4, 5, 6, 0]",6110.411880288906,6110.411880288907,0.0463720000000003,[9.4],7950,7950
453,brute_force_lib_python_tsp,TSP_CITIES_SET_53_N_8.json,8,53,"[0, 2, 6, 1, 5, 7, 4, 3, 0]",6385.428740605525,6385.428740605525,0.03899780000000019,[51.6],7950,7950
454,brute_force_lib_python_tsp,TSP_CITIES_SET_54_N_8.json,8,54,"[0, 3, 5, 1, 4, 6, 2, 7, 0]",7417.465472212818,7417.465472212817,0.052667599999999926,[18.8],7950,7950
455,brute_force_lib_python_tsp,TSP_CITIES_SET_55_N_8.json,8,55,"[0, 3, 2, 1, 7, 4, 6, 5, 0]",6466.478041958055,6466.478041958056,0.05810739999999992,[22.9],7950,7950
456,brute_force_lib_python_tsp,TSP_CITIES_SET_56_N_8.json,8,56,"[0, 2, 1, 7, 3, 6, 5, 4, 0]",5328.624614101496,5328.624614101496,0.04348660000000004,[21.4],7950,7950
457,brute_force_lib_python_tsp,TSP_CITIES_SET_57_N_8.json,8,57,"[0, 2, 1, 3, 7, 4, 6, 5, 0]",5289.974603366178,5289.974603366179,0.04869969999999979,[5.4],7950,7950
458,brute_force_lib_python_tsp,TSP_CITIES_SET_58_N_8.json,8,58,"[0, 2, 4, 6, 7, 5, 1, 3, 0]",4417.394397911626,4417.394397911626,0.04844930000000014,[4.7],7950,7950
459,brute_force_lib_python_tsp,TSP_CITIES_SET_59_N_8.json,8,59,"[0, 5, 7, 4, 1, 2, 3, 6, 0]",4120.821061940614,4120.821061940614,0.041139999999999954,[66.2],7950,7950
460,brute_force_lib_python_tsp,TSP_CITIES_SET_60_N_8.json,8,60,"[0, 1, 6, 3, 4, 2, 7, 5, 0]",5382.34666157852,5382.34666157852,0.04556950000000004,[12.5],7950,7950
461,brute_force_lib_python_tsp,TSP_CITIES_SET_61_N_8.json,8,61,"[0, 2, 3, 6, 7, 4, 1, 5, 0]",3913.402959628283,3913.402959628283,0.0434717,[20.3],7950,7950
462,brute_force_lib_python_tsp,TSP_CITIES_SET_62_N_8.json,8,62,"[0, 5, 3, 2, 4, 6, 1, 7, 0]",4170.587905634358,4170.587905634358,0.0457377000000001,[35.7],7950,7950
463,brute_force_lib_python_tsp,TSP_CITIES_SET_63_N_8.json,8,63,"[0, 3, 2, 6, 1, 4, 5, 7, 0]",5991.760000449341,5991.760000449341,0.04742589999999991,[89.3],7950,7950
464,brute_force_lib_python_tsp,TSP_CITIES_SET_64_N_8.json,8,64,"[0, 1, 7, 4, 5, 6, 2, 3, 0]",5839.9982074276595,5839.9982074276595,0.047881299999999793,[8.3],7950,7950
465,brute_force_lib_python_tsp,TSP_CITIES_SET_65_N_8.json,8,65,"[0, 5, 3, 6, 1, 4, 2, 7, 0]",4702.147321631379,4702.14732163138,0.04680620000000024,[10.5],7950,7950
466,brute_force_lib_python_tsp,TSP_CITIES_SET_66_N_8.json,8,66,"[0, 1, 6, 2, 3, 4, 5, 7, 0]",5151.91626178767,5151.91626178767,0.04813730000000005,[14.3],7950,7950
467,brute_force_lib_python_tsp,TSP_CITIES_SET_67_N_8.json,8,67,"[0, 6, 3, 5, 4, 2, 1, 7, 0]",5959.640230871233,5959.640230871232,0.0500689999999997,[73.2],7950,7950
468,brute_force_lib_python_tsp,TSP_CITIES_SET_68_N_8.json,8,68,"[0, 2, 3, 6, 1, 5, 4, 7, 0]",6348.708240124184,6348.708240124184,0.04742919999999984,[17.9],7950,7950
469,brute_force_lib_python_tsp,TSP_CITIES_SET_69_N_8.json,8,69,"[0, 3, 5, 2, 1, 4, 7, 6, 0]",4107.531646346139,4107.531646346139,0.04067620000000005,[19.4],7950,7950
470,brute_force_lib_python_tsp,TSP_CITIES_SET_70_N_8.json,8,70,"[0, 1, 2, 5, 4, 3, 6, 7, 0]",4989.722250742491,4989.722250742491,0.04902779999999973,[12.5],7950,7950
471,brute_force_lib_python_tsp,TSP_CITIES_SET_71_N_8.json,8,71,"[0, 4, 6, 1, 7, 2, 3, 5, 0]",6020.8753739164895,6020.87537391649,0.04275960000000012,[5.4],7950,7950
472,brute_force_lib_python_tsp,TSP_CITIES_SET_72_N_8.json,8,72,"[0, 1, 6, 5, 4, 7, 3, 2, 0]",4579.435997419852,4579.435997419851,0.04223139999999992,[14.6],7950,7950
473,brute_force_lib_python_tsp,TSP_CITIES_SET_73_N_8.json,8,73,"[0, 1, 6, 4, 3, 5, 7, 2, 0]",5498.529984335732,5498.5299843357325,0.04706050000000017,[41.1],7950,7950
474,brute_force_lib_python_tsp,TSP_CITIES_SET_74_N_8.json,8,74,"[0, 1, 4, 7, 2, 5, 6, 3, 0]",6721.702563227484,6721.702563227483,0.06170980000000004,[25.4],7950,7950
475,brute_force_lib_python_tsp,TSP_CITIES_SET_75_N_8.json,8,75,"[0, 1, 3, 6, 7, 5, 2, 4, 0]",5038.860759145828,5038.860759145828,0.04005329999999985,[8.1],7950,7950
476,brute_force_lib_python_tsp,TSP_CITIES_SET_76_N_8.json,8,76,"[0, 3, 5, 7, 1, 6, 2, 4, 0]",5618.009394309248,5618.009394309248,0.05223129999999987,[9.4],7950,7950
477,brute_force_lib_python_tsp,TSP_CITIES_SET_77_N_8.json,8,77,"[0, 1, 2, 7, 4, 5, 3, 6, 0]",5815.419628883321,5815.419628883321,0.04765750000000013,[15.6],7950,7950
478,brute_force_lib_python_tsp,TSP_CITIES_SET_78_N_8.json,8,78,"[0, 2, 7, 6, 4, 5, 1, 3, 0]",6214.892657417035,6214.892657417035,0.05396139999999994,[30.4],7950,7950
479,brute_force_lib_python_tsp,TSP_CITIES_SET_79_N_8.json,8,79,"[0, 1, 2, 4, 5, 6, 7, 3, 0]",5887.98731026827,5887.98731026827,0.044290199999999835,[11.3],7950,7950
480,brute_force_lib_python_tsp,TSP_CITIES_SET_80_N_8.json,8,80,"[0, 1, 6, 2, 7, 4, 3, 5, 0]",5812.002164090183,5812.002164090184,0.06950990000000035,[10.7],7950,7950
481,brute_force_lib_python_tsp,TSP_CITIES_SET_81_N_8.json,8,81,"[0, 4, 7, 3, 2, 6, 1, 5, 0]",5338.1098412631745,5338.109841263174,0.044501000000000346,[28.1],7950,7950
482,brute_force_lib_python_tsp,TSP_CITIES_SET_82_N_8.json,8,82,"[0, 3, 6, 5, 2, 1, 7, 4, 0]",4811.953428973394,4811.953428973394,0.043855999999999895,[5.4],7893,7893
483,brute_force_lib_python_tsp,TSP_CITIES_SET_83_N_8.json,8,83,"[0, 4, 3, 6, 1, 2, 7, 5, 0]",5645.263277141117,5645.263277141119,0.04299130000000018,[21.4],7950,7950
484,brute_force_lib_python_tsp,TSP_CITIES_SET_84_N_8.json,8,84,"[0, 1, 7, 3, 5, 6, 4, 2, 0]",4722.51980622566,4722.51980622566,0.04776730000000029,[5.4],7950,7950
485,brute_force_lib_python_tsp,TSP_CITIES_SET_85_N_8.json,8,85,"[0, 2, 1, 4, 6, 5, 3, 7, 0]",4857.366830215925,4857.366830215925,0.04576699999999967,[12.5],7950,7950
486,brute_force_lib_python_tsp,TSP_CITIES_SET_86_N_8.json,8,86,"[0, 1, 6, 4, 2, 5, 7, 3, 0]",6184.965428688968,6184.965428688968,0.06889630000000002,[19.6],7950,7950
487,brute_force_lib_python_tsp,TSP_CITIES_SET_87_N_8.json,8,87,"[0, 1, 7, 3, 5, 6, 4, 2, 0]",5408.503429968773,5408.503429968773,0.04237639999999976,[19.6],7950,7950
488,brute_force_lib_python_tsp,TSP_CITIES_SET_88_N_8.json,8,88,"[0, 1, 5, 7, 2, 3, 6, 4, 0]",5667.706172534057,5667.706172534056,0.044973699999999894,[24.6],7950,7950
489,brute_force_lib_python_tsp,TSP_CITIES_SET_89_N_8.json,8,89,"[0, 1, 7, 2, 4, 5, 6, 3, 0]",4356.6965305447375,4356.696530544738,0.04652749999999983,[7.1],7950,7950
490,brute_force_lib_python_tsp,TSP_CITIES_SET_90_N_8.json,8,90,"[0, 1, 4, 5, 7, 3, 6, 2, 0]",4919.74182780077,4919.74182780077,0.041282700000000006,[13.8],7950,7950
491,brute_force_lib_python_tsp,TSP_CITIES_SET_91_N_8.json,8,91,"[0, 4, 7, 5, 3, 2, 1, 6, 0]",4370.4144505242675,4370.414450524267,0.047775699999999865,[23.2],7950,7950
